POST_TR_SGP_TABLE_RegistrationNO,PaperCode,CA1,CA2,POST_TR_TR_MSE,IA_TOTAL,POST_TR_TR_ESE,ExamHeld,ExamName,College_Code,Course_Code,Semester,,
14102107053,211101,5,5,11,21,56,"DEC, 2014","B.TECH 1ST SEMESTER EXAMINATION, 2014",107,102,1,,
14102107053,211202,4,4,18,26,61,"MAY, 2015","B.TECH 2ND SEMESTER EXAMINATION, 2015",107,102,2,,
14102107053,211303,5,5,18,28,60,"JAN,2016","B.TECH 3RD SEMESTER EXAMINATION, 2015",107,102,3,,
14102107053,211404,5,5,18,28,40,"MAY,2016","B.TECH 4TH SEMESTER EXAMINATION, 2016",107,102,4,,
14102107053,211404P,4,5,8,17,26,"MAY,2016","B.TECH 4TH SEMESTER EXAMINATION, 2016",107,102,4,,
14102107053,221101,4,4,16,24,36,"DEC, 2014","B.TECH 1ST SEMESTER EXAMINATION, 2014",107,102,1,,
14102107053,221101P,4,4,8,16,26,"DEC, 2014","B.TECH 1ST SEMESTER EXAMINATION, 2014",107,102,1,,
14102107053,231201,5,5,16,26,46,"MAY, 2015","B.TECH 2ND SEMESTER EXAMINATION, 2015",107,102,2,,
14102107053,231201P,4,5,10,19,28,"MAY, 2015","B.TECH 2ND SEMESTER EXAMINATION, 2015",107,102,2,,
14102107053,241105,5,4,14,23,45,"DEC, 2014","B.TECH 1ST SEMESTER EXAMINATION, 2014",107,102,1,,
14102107053,241301,5,5,16,26,45,"JAN,2016","B.TECH 3RD SEMESTER EXAMINATION, 2015",107,102,3,,
14102107053,241502,5,5,18,28,62,"FEB,2017","B.TECH 5TH SEMESTER EXAMINATION, 2016",107,102,5,,
14102107053,241606,5,5,18,28,55,"JULY, 2017","B.TECH. 6TH SEMESTER EXAMINATION, 2017",107,102,6,,
14102107053,241807,5,5,19,29,54,"MAY, 2018","B.TECH. 8TH SEMESTER EXAMINATION, 2018",107,102,8,,
14102107054,11201,5,4,18,27,30,"MAY, 2015","B.TECH 2ND SEMESTER EXAMINATION, 2015",107,102,2,,
14102107054,011201P,4,5,7,16,26,"MAY, 2015","B.TECH 2ND SEMESTER EXAMINATION, 2015",107,102,2,,
14102107054,11202,5,5,16,26,41,"MAY, 2015","B.TECH 2ND SEMESTER EXAMINATION, 2015",107,102,2,,
14102107054,011202P,5,4,7,16,27,"MAY, 2015","B.TECH 2ND SEMESTER EXAMINATION, 2015",107,102,2,,
14102107054,11307,5,4,18,27,44,"JAN,2016","B.TECH 3RD SEMESTER EXAMINATION, 2015",107,102,3,,
14102107054,011307P,5,5,8,18,27,"JAN,2016","B.TECH 3RD SEMESTER EXAMINATION, 2015",107,102,3,,
14102107054,21102,5,5,17,27,41,"DEC, 2014","B.TECH 1ST SEMESTER EXAMINATION, 2014",107,102,1,,
14102107054,021102P,5,5,7,17,27,"DEC, 2014","B.TECH 1ST SEMESTER EXAMINATION, 2014",107,102,1,,
14102107054,21201,5,5,20,30,35,"MAY, 2015","B.TECH 2ND SEMESTER EXAMINATION, 2015",107,102,2,,
14102107054,021201P,5,5,9,19,29,"MAY, 2015","B.TECH 2ND SEMESTER EXAMINATION, 2015",107,102,2,,
14102107054,021203P,10,9,19,38,58,"MAY, 2015","B.TECH 2ND SEMESTER EXAMINATION, 2015",107,102,2,,
14102107054,21305,5,5,18,28,50,"JAN,2016","B.TECH 3RD SEMESTER EXAMINATION, 2015",107,102,3,,
14102107054,21306,4,5,16,25,48,"JAN,2016","B.TECH 3RD SEMESTER EXAMINATION, 2015",107,102,3,,
14102107054,021306P,5,4,8,17,26,"JAN,2016","B.TECH 3RD SEMESTER EXAMINATION, 2015",107,102,3,,
14102107054,21307,5,4,17,26,45,"JAN,2016","B.TECH 3RD SEMESTER EXAMINATION, 2015",107,102,3,,
14102107054,21408,5,4,17,26,55,"MAY,2016","B.TECH 4TH SEMESTER EXAMINATION, 2016",107,102,4,,
14102107054,21409,5,5,19,29,38,"MAY,2016","B.TECH 4TH SEMESTER EXAMINATION, 2016",107,102,4,,
14102107054,021409P,5,5,9,19,28,"MAY,2016","B.TECH 4TH SEMESTER EXAMINATION, 2016",107,102,4,,
14102107054,021411P,5,5,8,18,27,"MAY,2016","B.TECH 4TH SEMESTER EXAMINATION, 2016",107,102,4,,
14102107054,21510,5,5,18,28,34,"FEB,2017","B.TECH 5TH SEMESTER EXAMINATION, 2016",107,102,5,,
14102107054,021510P,5,5,8,18,28,"FEB,2017","B.TECH 5TH SEMESTER EXAMINATION, 2016",107,102,5,,
14102107054,21512,5,5,18,28,37,"FEB,2017","B.TECH 5TH SEMESTER EXAMINATION, 2016",107,102,5,,
14102107054,021512P,5,5,8,18,28,"FEB,2017","B.TECH 5TH SEMESTER EXAMINATION, 2016",107,102,5,,
14102107054,21513,5,5,19,29,59,"FEB,2017","B.TECH 5TH SEMESTER EXAMINATION, 2016",107,102,5,,
14102107054,021513P,5,5,10,20,28,"FEB,2017","B.TECH 5TH SEMESTER EXAMINATION, 2016",107,102,5,,
14102107054,21514,5,5,18,28,31,"FEB,2017","B.TECH 5TH SEMESTER EXAMINATION, 2016",107,102,5,,
14102107054,21615,5,5,16,26,47,"JULY, 2017","B.TECH. 6TH SEMESTER EXAMINATION, 2017",107,102,6,,
14102107054,021615P,5,5,8,18,28,"JULY, 2017","B.TECH. 6TH SEMESTER EXAMINATION, 2017",107,102,6,,
14102107054,21616,5,4,17,26,34,"JULY, 2017","B.TECH. 6TH SEMESTER EXAMINATION, 2017",107,102,6,,
14102107054,021616P,5,5,9,19,28,"JULY, 2017","B.TECH. 6TH SEMESTER EXAMINATION, 2017",107,102,6,,
14102107054,21617,5,5,15,25,46,"JULY, 2017","B.TECH. 6TH SEMESTER EXAMINATION, 2017",107,102,6,,
14102107054,21618,5,5,16,26,42,"JULY, 2017","B.TECH. 6TH SEMESTER EXAMINATION, 2017",107,102,6,,
14102107054,21619,5,5,18,28,55,"JULY, 2017","B.TECH. 6TH SEMESTER EXAMINATION, 2017",107,102,6,,
14102107054,021635P,4,4,8,16,28,"JULY, 2017","B.TECH. 6TH SEMESTER EXAMINATION, 2017",107,102,6,,
14102107054,21821,5,5,13,23,36,"MAY, 2018","B.TECH. 8TH SEMESTER EXAMINATION, 2018",107,102,8,,
14102107054,021821P,5,5,9,19,26,"MAY, 2018","B.TECH. 8TH SEMESTER EXAMINATION, 2018",107,102,8,,
14102107054,21827,5,4,19,28,43,"MAY, 2018","B.TECH. 8TH SEMESTER EXAMINATION, 2018",107,102,8,,
14102107054,021840P,10,10,19,39,56,"MAY, 2018","B.TECH. 8TH SEMESTER EXAMINATION, 2018",107,102,8,,
14102107054,31101,5,5,18,28,26,"DEC, 2014","B.TECH 1ST SEMESTER EXAMINATION, 2014",107,102,1,,
14102107054,031101P,5,5,10,20,26,"DEC, 2014","B.TECH 1ST SEMESTER EXAMINATION, 2014",107,102,1,,
14102107054,41401,5,5,19,29,44,"MAY,2016","B.TECH 4TH SEMESTER EXAMINATION, 2016",107,102,4,,
14102107054,041401P,5,4,9,18,23,"MAY,2016","B.TECH 4TH SEMESTER EXAMINATION, 2016",107,102,4,,
14102107054,51401,5,5,18,28,29,"MAY,2016","B.TECH 4TH SEMESTER EXAMINATION, 2016",107,102,4,,
14102107054,051401P,5,5,8,18,26,"MAY,2016","B.TECH 4TH SEMESTER EXAMINATION, 2016",107,102,4,,
14102107054,61101,5,5,18,28,38,"JAN,2016","B.TECH 1ST SEMESTER EXAMINATION, 2015",107,102,1,,
14102107054,061101P,4,5,8,17,26,"DEC, 2014","B.TECH 1ST SEMESTER EXAMINATION, 2014",107,102,1,,
14102107054,61505,5,5,16,26,31,"FEB,2017","B.TECH 5TH SEMESTER EXAMINATION, 2016",107,102,5,,
14102107054,61822,5,5,18,28,36,"MAY, 2018","B.TECH. 8TH SEMESTER EXAMINATION, 2018",107,102,8,,
14102107054,211101,5,5,17,27,26,"DEC, 2014","B.TECH 1ST SEMESTER EXAMINATION, 2014",107,102,1,,
14102107054,211202,4,4,17,25,61,"MAY, 2015","B.TECH 2ND SEMESTER EXAMINATION, 2015",107,102,2,,
14102107054,211303,5,5,18,28,46,"JAN,2016","B.TECH 3RD SEMESTER EXAMINATION, 2015",107,102,3,,
14102107054,211404,5,5,18,28,48,"MAY,2016","B.TECH 4TH SEMESTER EXAMINATION, 2016",107,102,4,,
14102107054,211404P,4,5,8,17,26,"MAY,2016","B.TECH 4TH SEMESTER EXAMINATION, 2016",107,102,4,,
14102107054,221101,4,5,18,27,42,"JAN,2016","B.TECH 1ST SEMESTER EXAMINATION, 2015",107,102,1,,
14102107054,221101P,4,5,8,17,27,"DEC, 2014","B.TECH 1ST SEMESTER EXAMINATION, 2014",107,102,1,,
14102107054,231201,5,5,18,28,38,"MAY, 2015","B.TECH 2ND SEMESTER EXAMINATION, 2015",107,102,2,,
14102107054,231201P,5,5,9,19,28,"MAY, 2015","B.TECH 2ND SEMESTER EXAMINATION, 2015",107,102,2,,
14102107054,241105,5,4,15,24,25,"DEC, 2014","B.TECH 1ST SEMESTER EXAMINATION, 2014",107,102,1,,
14102107054,241301,5,4,18,27,48,"JAN,2016","B.TECH 3RD SEMESTER EXAMINATION, 2015",107,102,3,,
14102107054,241502,4,5,14,23,55,"FEB,2017","B.TECH 5TH SEMESTER EXAMINATION, 2016",107,102,5,,
14102107054,241606,5,5,18,28,35,"JULY, 2017","B.TECH. 6TH SEMESTER EXAMINATION, 2017",107,102,6,,
14102107054,241807,5,5,17,27,44,"MAY, 2018","B.TECH. 8TH SEMESTER EXAMINATION, 2018",107,102,8,,
14102107055,11201,5,5,18,28,45,"MAY, 2015","B.TECH 2ND SEMESTER EXAMINATION, 2015",107,102,2,,
14102107055,011201P,5,5,8,18,29,"MAY, 2015","B.TECH 2ND SEMESTER EXAMINATION, 2015",107,102,2,,
14102107055,11202,5,5,18,28,35,"MAY, 2015","B.TECH 2ND SEMESTER EXAMINATION, 2015",107,102,2,,
14102107055,011202P,5,4,9,18,27,"MAY, 2015","B.TECH 2ND SEMESTER EXAMINATION, 2015",107,102,2,,
14102107055,11307,5,4,17,26,46,"JAN,2016","B.TECH 3RD SEMESTER EXAMINATION, 2015",107,102,3,,
14102107055,011307P,5,4,8,17,27,"JAN,2016","B.TECH 3RD SEMESTER EXAMINATION, 2015",107,102,3,,
14102107055,21102,5,5,19,29,50,"DEC, 2014","B.TECH 1ST SEMESTER EXAMINATION, 2014",107,102,1,,
14102107055,021102P,5,5,8,18,28,"DEC, 2014","B.TECH 1ST SEMESTER EXAMINATION, 2014",107,102,1,,
14102107055,21201,5,5,19,29,47,"MAY, 2015","B.TECH 2ND SEMESTER EXAMINATION, 2015",107,102,2,,
14102107055,021201P,4,5,8,17,29,"MAY, 2015","B.TECH 2ND SEMESTER EXAMINATION, 2015",107,102,2,,
14102107055,021203P,9,9,18,36,58,"MAY, 2015","B.TECH 2ND SEMESTER EXAMINATION, 2015",107,102,2,,
14102107055,21305,5,5,19,29,43,"JAN,2016","B.TECH 3RD SEMESTER EXAMINATION, 2015",107,102,3,,
14102107055,21306,5,5,17,27,55,"JAN,2016","B.TECH 3RD SEMESTER EXAMINATION, 2015",107,102,3,,
14102107055,021306P,5,5,9,19,26,"JAN,2016","B.TECH 3RD SEMESTER EXAMINATION, 2015",107,102,3,,
14102107055,21307,5,4,18,27,59,"JAN,2016","B.TECH 3RD SEMESTER EXAMINATION, 2015",107,102,3,,
14102107055,21408,4,4,17,25,56,"MAY,2016","B.TECH 4TH SEMESTER EXAMINATION, 2016",107,102,4,,
14102107055,21409,5,5,19,29,53,"MAY,2016","B.TECH 4TH SEMESTER EXAMINATION, 2016",107,102,4,,
14102107055,021409P,5,5,9,19,28,"MAY,2016","B.TECH 4TH SEMESTER EXAMINATION, 2016",107,102,4,,
14102107055,021411P,4,5,7,16,28,"MAY,2016","B.TECH 4TH SEMESTER EXAMINATION, 2016",107,102,4,,
14102107055,21510,4,5,12,21,52,"FEB,2017","B.TECH 5TH SEMESTER EXAMINATION, 2016",107,102,5,,
14102107055,021510P,4,4,7,15,28,"FEB,2017","B.TECH 5TH SEMESTER EXAMINATION, 2016",107,102,5,,
14102107055,21512,5,5,18,28,52,"FEB,2017","B.TECH 5TH SEMESTER EXAMINATION, 2016",107,102,5,,
14102107055,021512P,5,5,8,18,28,"FEB,2017","B.TECH 5TH SEMESTER EXAMINATION, 2016",107,102,5,,
14102107055,21513,4,5,19,28,58,"FEB,2017","B.TECH 5TH SEMESTER EXAMINATION, 2016",107,102,5,,
14102107055,021513P,4,5,10,19,29,"FEB,2017","B.TECH 5TH SEMESTER EXAMINATION, 2016",107,102,5,,
14102107055,21514,5,5,18,28,43,"FEB,2017","B.TECH 5TH SEMESTER EXAMINATION, 2016",107,102,5,,
14102107055,21615,4,5,16,25,46,"JULY, 2017","B.TECH. 6TH SEMESTER EXAMINATION, 2017",107,102,6,,
14102107055,021615P,4,4,8,16,28,"JULY, 2017","B.TECH. 6TH SEMESTER EXAMINATION, 2017",107,102,6,,
14102107055,21616,5,5,19,29,46,"JULY, 2017","B.TECH. 6TH SEMESTER EXAMINATION, 2017",107,102,6,,
14102107055,021616P,5,5,9,19,29,"JULY, 2017","B.TECH. 6TH SEMESTER EXAMINATION, 2017",107,102,6,,
14102107055,21617,5,5,17,27,54,"JULY, 2017","B.TECH. 6TH SEMESTER EXAMINATION, 2017",107,102,6,,
14102107055,21618,5,5,19,29,54,"JULY, 2017","B.TECH. 6TH SEMESTER EXAMINATION, 2017",107,102,6,,
14102107055,21619,5,5,19,29,67,"JULY, 2017","B.TECH. 6TH SEMESTER EXAMINATION, 2017",107,102,6,,
14102107055,021635P,5,5,9,19,29,"JULY, 2017","B.TECH. 6TH SEMESTER EXAMINATION, 2017",107,102,6,,
14102107055,21821,5,5,18,28,52,"MAY, 2018","B.TECH. 8TH SEMESTER EXAMINATION, 2018",107,102,8,,
14102107055,021821P,5,5,10,20,28,"MAY, 2018","B.TECH. 8TH SEMESTER EXAMINATION, 2018",107,102,8,,
14102107055,21827,4,4,20,28,53,"MAY, 2018","B.TECH. 8TH SEMESTER EXAMINATION, 2018",107,102,8,,
14102107055,021840P,10,10,19,39,57,"MAY, 2018","B.TECH. 8TH SEMESTER EXAMINATION, 2018",107,102,8,,
14102107055,31101,5,5,18,28,40,"DEC, 2014","B.TECH 1ST SEMESTER EXAMINATION, 2014",107,102,1,,
14102107055,031101P,5,5,10,20,27,"DEC, 2014","B.TECH 1ST SEMESTER EXAMINATION, 2014",107,102,1,,
14102107055,41401,5,5,20,30,63,"MAY,2016","B.TECH 4TH SEMESTER EXAMINATION, 2016",107,102,4,,
14102107055,041401P,5,4,8,17,24,"MAY,2016","B.TECH 4TH SEMESTER EXAMINATION, 2016",107,102,4,,
14102107055,51401,5,5,19,29,42,"MAY,2016","B.TECH 4TH SEMESTER EXAMINATION, 2016",107,102,4,,
14102107055,051401P,5,5,9,19,26,"MAY,2016","B.TECH 4TH SEMESTER EXAMINATION, 2016",107,102,4,,
14102107055,61101,5,5,19,29,32,"DEC, 2014","B.TECH 1ST SEMESTER EXAMINATION, 2014",107,102,1,,
14102107055,061101P,5,4,9,18,28,"DEC, 2014","B.TECH 1ST SEMESTER EXAMINATION, 2014",107,102,1,,
14102107055,61505,4,4,19,27,55,"FEB,2017","B.TECH 5TH SEMESTER EXAMINATION, 2016",107,102,5,,
14102107055,61822,5,5,19,29,62,"MAY, 2018","B.TECH. 8TH SEMESTER EXAMINATION, 2018",107,102,8,,
14102107055,211101,5,5,20,30,65,"DEC, 2014","B.TECH 1ST SEMESTER EXAMINATION, 2014",107,102,1,,
14102107055,211202,4,4,17,25,58,"MAY, 2015","B.TECH 2ND SEMESTER EXAMINATION, 2015",107,102,2,,
14102107055,211303,5,5,20,30,65,"JAN,2016","B.TECH 3RD SEMESTER EXAMINATION, 2015",107,102,3,,
14102107055,211404,4,4,18,26,52,"MAY,2016","B.TECH 4TH SEMESTER EXAMINATION, 2016",107,102,4,,
14102107055,211404P,4,4,7,15,24,"MAY,2016","B.TECH 4TH SEMESTER EXAMINATION, 2016",107,102,4,,
14102107055,221101,4,5,16,25,31,"DEC, 2014","B.TECH 1ST SEMESTER EXAMINATION, 2014",107,102,1,,
14102107055,221101P,4,4,8,16,26,"DEC, 2014","B.TECH 1ST SEMESTER EXAMINATION, 2014",107,102,1,,
14102107055,231201,5,5,17,27,47,"MAY, 2015","B.TECH 2ND SEMESTER EXAMINATION, 2015",107,102,2,,
14102107055,231201P,4,5,10,19,26,"MAY, 2015","B.TECH 2ND SEMESTER EXAMINATION, 2015",107,102,2,,
14102107055,241105,4,5,14,23,37,"DEC, 2014","B.TECH 1ST SEMESTER EXAMINATION, 2014",107,102,1,,
14102107055,241301,5,5,18,28,35,"JAN,2016","B.TECH 3RD SEMESTER EXAMINATION, 2015",107,102,3,,
14102107055,241502,4,5,17,26,53,"FEB,2017","B.TECH 5TH SEMESTER EXAMINATION, 2016",107,102,5,,
14102107055,241606,5,5,18,28,52,"JULY, 2017","B.TECH. 6TH SEMESTER EXAMINATION, 2017",107,102,6,,
14102107055,241807,5,5,20,30,52,"MAY, 2018","B.TECH. 8TH SEMESTER EXAMINATION, 2018",107,102,8,,
14102107056,11201,4,4,17,25,44,"MAY, 2015","B.TECH 2ND SEMESTER EXAMINATION, 2015",107,102,2,,
14102107056,011201P,5,5,7,17,26,"MAY, 2015","B.TECH 2ND SEMESTER EXAMINATION, 2015",107,102,2,,
14102107056,11202,5,5,17,27,44,"MAY, 2015","B.TECH 2ND SEMESTER EXAMINATION, 2015",107,102,2,,
14102107056,011202P,5,4,7,16,27,"MAY, 2015","B.TECH 2ND SEMESTER EXAMINATION, 2015",107,102,2,,
14102107056,11307,5,5,17,27,41,"JAN,2016","B.TECH 3RD SEMESTER EXAMINATION, 2015",107,102,3,,
14102107056,011307P,5,4,7,16,28,"JAN,2016","B.TECH 3RD SEMESTER EXAMINATION, 2015",107,102,3,,
14102107056,21102,5,4,16,25,45,"DEC, 2014","B.TECH 1ST SEMESTER EXAMINATION, 2014",107,102,1,,
14102107056,021102P,5,4,8,17,27,"DEC, 2014","B.TECH 1ST SEMESTER EXAMINATION, 2014",107,102,1,,
14102107056,21201,5,5,18,28,48,"MAY, 2015","B.TECH 2ND SEMESTER EXAMINATION, 2015",107,102,2,,
14102107056,021201P,5,5,8,18,28,"MAY, 2015","B.TECH 2ND SEMESTER EXAMINATION, 2015",107,102,2,,
14102107056,021203P,9,10,16,35,56,"MAY, 2015","B.TECH 2ND SEMESTER EXAMINATION, 2015",107,102,2,,
14102107056,21305,4,5,17,26,54,"JAN,2016","B.TECH 3RD SEMESTER EXAMINATION, 2015",107,102,3,,
14102107056,21306,4,4,18,26,56,"JAN,2016","B.TECH 3RD SEMESTER EXAMINATION, 2015",107,102,3,,
14102107056,021306P,5,5,9,19,26,"JAN,2016","B.TECH 3RD SEMESTER EXAMINATION, 2015",107,102,3,,
14102107056,21307,5,4,19,28,60,"JAN,2016","B.TECH 3RD SEMESTER EXAMINATION, 2015",107,102,3,,
14102107056,21408,4,5,16,25,59,"MAY,2016","B.TECH 4TH SEMESTER EXAMINATION, 2016",107,102,4,,
14102107056,21409,5,4,18,27,50,"MAY,2016","B.TECH 4TH SEMESTER EXAMINATION, 2016",107,102,4,,
14102107056,021409P,5,4,8,17,27,"MAY,2016","B.TECH 4TH SEMESTER EXAMINATION, 2016",107,102,4,,
14102107056,021411P,5,5,8,18,26,"MAY,2016","B.TECH 4TH SEMESTER EXAMINATION, 2016",107,102,4,,
14102107056,21510,5,5,17,27,53,"FEB,2017","B.TECH 5TH SEMESTER EXAMINATION, 2016",107,102,5,,
14102107056,021510P,5,5,8,18,28,"FEB,2017","B.TECH 5TH SEMESTER EXAMINATION, 2016",107,102,5,,
14102107056,21512,5,5,18,28,47,"FEB,2017","B.TECH 5TH SEMESTER EXAMINATION, 2016",107,102,5,,
14102107056,021512P,5,5,8,18,27,"FEB,2017","B.TECH 5TH SEMESTER EXAMINATION, 2016",107,102,5,,
14102107056,21513,4,5,16,25,60,"FEB,2017","B.TECH 5TH SEMESTER EXAMINATION, 2016",107,102,5,,
14102107056,021513P,4,5,8,17,28,"FEB,2017","B.TECH 5TH SEMESTER EXAMINATION, 2016",107,102,5,,
14102107056,21514,5,5,19,29,44,"FEB,2017","B.TECH 5TH SEMESTER EXAMINATION, 2016",107,102,5,,
14102107056,21615,4,5,14,23,44,"JULY, 2017","B.TECH. 6TH SEMESTER EXAMINATION, 2017",107,102,6,,
14102107056,021615P,4,4,8,16,28,"JULY, 2017","B.TECH. 6TH SEMESTER EXAMINATION, 2017",107,102,6,,
14102107056,21616,5,5,13,23,43,"JULY, 2017","B.TECH. 6TH SEMESTER EXAMINATION, 2017",107,102,6,,
14102107056,021616P,4,4,8,16,28,"JULY, 2017","B.TECH. 6TH SEMESTER EXAMINATION, 2017",107,102,6,,
14102107056,21617,5,5,15,25,53,"JULY, 2017","B.TECH. 6TH SEMESTER EXAMINATION, 2017",107,102,6,,
14102107056,21618,4,5,16,25,50,"JULY, 2017","B.TECH. 6TH SEMESTER EXAMINATION, 2017",107,102,6,,
14102107056,21619,5,5,17,27,55,"JULY, 2017","B.TECH. 6TH SEMESTER EXAMINATION, 2017",107,102,6,,
14102107056,021635P,5,5,8,18,29,"JULY, 2017","B.TECH. 6TH SEMESTER EXAMINATION, 2017",107,102,6,,
14102107056,21821,5,5,17,27,53,"MAY, 2018","B.TECH. 8TH SEMESTER EXAMINATION, 2018",107,102,8,,
14102107056,021821P,4,5,9,18,28,"MAY, 2018","B.TECH. 8TH SEMESTER EXAMINATION, 2018",107,102,8,,
14102107056,21827,4,4,20,28,35,"MAY, 2018","B.TECH. 8TH SEMESTER EXAMINATION, 2018",107,102,8,,
14102107056,021840P,10,10,19,39,56,"MAY, 2018","B.TECH. 8TH SEMESTER EXAMINATION, 2018",107,102,8,,
14102107056,31101,5,4,18,27,55,"DEC, 2014","B.TECH 1ST SEMESTER EXAMINATION, 2014",107,102,1,,
14102107056,031101P,5,4,10,19,26,"DEC, 2014","B.TECH 1ST SEMESTER EXAMINATION, 2014",107,102,1,,
14102107056,41401,5,5,19,29,56,"MAY,2016","B.TECH 4TH SEMESTER EXAMINATION, 2016",107,102,4,,
14102107056,041401P,5,4,9,18,24,"MAY,2016","B.TECH 4TH SEMESTER EXAMINATION, 2016",107,102,4,,
14102107056,51401,5,5,19,29,39,"MAY,2016","B.TECH 4TH SEMESTER EXAMINATION, 2016",107,102,4,,
14102107056,051401P,5,5,8,18,26,"MAY,2016","B.TECH 4TH SEMESTER EXAMINATION, 2016",107,102,4,,
14102107056,61101,4,5,19,28,41,"DEC, 2014","B.TECH 1ST SEMESTER EXAMINATION, 2014",107,102,1,,
14102107056,061101P,5,5,9,19,26,"DEC, 2014","B.TECH 1ST SEMESTER EXAMINATION, 2014",107,102,1,,
14102107056,61505,4,4,17,25,52,"FEB,2017","B.TECH 5TH SEMESTER EXAMINATION, 2016",107,102,5,,
14102107056,61822,4,4,14,22,51,"MAY, 2018","B.TECH. 8TH SEMESTER EXAMINATION, 2018",107,102,8,,
14102107056,211101,5,5,16,26,45,"DEC, 2014","B.TECH 1ST SEMESTER EXAMINATION, 2014",107,102,1,,
14102107056,211202,4,4,17,25,63,"MAY, 2015","B.TECH 2ND SEMESTER EXAMINATION, 2015",107,102,2,,
14102107056,211303,4,4,19,27,68,"JAN,2016","B.TECH 3RD SEMESTER EXAMINATION, 2015",107,102,3,,
14102107056,211404,5,5,18,28,53,"MAY,2016","B.TECH 4TH SEMESTER EXAMINATION, 2016",107,102,4,,
14102107056,211404P,4,5,8,17,26,"MAY,2016","B.TECH 4TH SEMESTER EXAMINATION, 2016",107,102,4,,
14102107056,221101,4,5,16,25,41,"DEC, 2014","B.TECH 1ST SEMESTER EXAMINATION, 2014",107,102,1,,
14102107056,221101P,4,5,9,18,28,"DEC, 2014","B.TECH 1ST SEMESTER EXAMINATION, 2014",107,102,1,,
14102107056,231201,5,5,18,28,44,"MAY, 2015","B.TECH 2ND SEMESTER EXAMINATION, 2015",107,102,2,,
14102107056,231201P,5,5,9,19,28,"MAY, 2015","B.TECH 2ND SEMESTER EXAMINATION, 2015",107,102,2,,
14102107056,241105,5,4,13,22,45,"DEC, 2014","B.TECH 1ST SEMESTER EXAMINATION, 2014",107,102,1,,
14102107056,241301,5,5,16,26,38,"JAN,2016","B.TECH 3RD SEMESTER EXAMINATION, 2015",107,102,3,,
14102107056,241502,4,5,16,25,61,"FEB,2017","B.TECH 5TH SEMESTER EXAMINATION, 2016",107,102,5,,
14102107056,241606,5,5,16,26,45,"JULY, 2017","B.TECH. 6TH SEMESTER EXAMINATION, 2017",107,102,6,,
14102107056,241807,5,5,17,27,46,"MAY, 2018","B.TECH. 8TH SEMESTER EXAMINATION, 2018",107,102,8,,
14102107057,11201,5,4,16,25,52,"MAY, 2015","B.TECH 2ND SEMESTER EXAMINATION, 2015",107,102,2,,
14102107057,011201P,5,5,7,17,27,"MAY, 2015","B.TECH 2ND SEMESTER EXAMINATION, 2015",107,102,2,,
14102107057,11202,5,5,17,27,52,"MAY, 2015","B.TECH 2ND SEMESTER EXAMINATION, 2015",107,102,2,,
14102107057,011202P,5,4,6,15,27,"MAY, 2015","B.TECH 2ND SEMESTER EXAMINATION, 2015",107,102,2,,
14102107057,11307,5,4,17,26,52,"JAN,2016","B.TECH 3RD SEMESTER EXAMINATION, 2015",107,102,3,,
14102107057,011307P,5,4,7,16,28,"JAN,2016","B.TECH 3RD SEMESTER EXAMINATION, 2015",107,102,3,,
14102107057,21102,5,5,16,26,53,"DEC, 2014","B.TECH 1ST SEMESTER EXAMINATION, 2014",107,102,1,,
14102107057,021102P,5,5,9,19,22,"DEC, 2014","B.TECH 1ST SEMESTER EXAMINATION, 2014",107,102,1,,
14102107057,21201,4,5,20,29,49,"MAY, 2015","B.TECH 2ND SEMESTER EXAMINATION, 2015",107,102,2,,
14102107057,021201P,5,5,9,19,28,"MAY, 2015","B.TECH 2ND SEMESTER EXAMINATION, 2015",107,102,2,,
14102107057,021203P,9,8,18,35,56,"MAY, 2015","B.TECH 2ND SEMESTER EXAMINATION, 2015",107,102,2,,
14102107057,21305,5,5,17,27,36,"JAN,2016","B.TECH 3RD SEMESTER EXAMINATION, 2015",107,102,3,,
14102107057,21306,5,4,18,27,56,"JAN,2016","B.TECH 3RD SEMESTER EXAMINATION, 2015",107,102,3,,
14102107057,021306P,5,5,9,19,28,"JAN,2016","B.TECH 3RD SEMESTER EXAMINATION, 2015",107,102,3,,
14102107057,21307,5,5,19,29,59,"JAN,2016","B.TECH 3RD SEMESTER EXAMINATION, 2015",107,102,3,,
14102107057,21408,5,5,16,26,57,"MAY,2016","B.TECH 4TH SEMESTER EXAMINATION, 2016",107,102,4,,
14102107057,21409,5,5,19,29,49,"MAY,2016","B.TECH 4TH SEMESTER EXAMINATION, 2016",107,102,4,,
14102107057,021409P,5,5,9,19,28,"MAY,2016","B.TECH 4TH SEMESTER EXAMINATION, 2016",107,102,4,,
14102107057,021411P,5,5,8,18,27,"MAY,2016","B.TECH 4TH SEMESTER EXAMINATION, 2016",107,102,4,,
14102107057,21510,5,5,17,27,48,"FEB,2017","B.TECH 5TH SEMESTER EXAMINATION, 2016",107,102,5,,
14102107057,021510P,5,5,8,18,26,"FEB,2017","B.TECH 5TH SEMESTER EXAMINATION, 2016",107,102,5,,
14102107057,21512,5,5,18,28,45,"FEB,2017","B.TECH 5TH SEMESTER EXAMINATION, 2016",107,102,5,,
14102107057,021512P,5,4,8,17,26,"FEB,2017","B.TECH 5TH SEMESTER EXAMINATION, 2016",107,102,5,,
