POST_TR_SGP_TABLE_RegistrationNO,PaperCode,CA1,CA2,POST_TR_TR_MSE,IA_TOTAL,POST_TR_TR_ESE,ExamHeld,ExamName,College_Code,Course_Code,Semester
15106107230,051301P,4,5,8,17,28.00,"FEB,2017","B.TECH 3RD SEMESTER EXAMINATION, 2016",107,106,3
15106107230,051402,5,4,15,24,30.00,"JULY, 2017","B.TECH. 4TH SEMESTER EXAMINATION, 2017",107,106,4
15106107230,051403,5,5,20,30,44.00,"JULY, 2017","B.TECH. 4TH SEMESTER EXAMINATION, 2017",107,106,4
15106107230,051403P,5,5,8,18,29.00,"JULY, 2017","B.TECH. 4TH SEMESTER EXAMINATION, 2017",107,106,4
15106107230,051409,5,5,17,27,47.00,"JULY, 2017","B.TECH. 4TH SEMESTER EXAMINATION, 2017",107,106,4
15106107230,051409P,4,4,8,16,26.00,"JULY, 2017","B.TECH. 4TH SEMESTER EXAMINATION, 2017",107,106,4
15106107230,051606,4,4,14,22,46.00,"May, 2018","B.TECH 6TH SEMESTER EXAMINATION, 2018",107,106,6
15106107230,051614,5,4,19,28,40.00,"May, 2018","B.TECH 6TH SEMESTER EXAMINATION, 2018",107,106,6
15106107230,051614P,4,5,9,18,29.00,"May, 2018","B.TECH 6TH SEMESTER EXAMINATION, 2018",107,106,6
15106107230,051617,4,4,20,28,53.00,"May, 2018","B.TECH 6TH SEMESTER EXAMINATION, 2018",107,106,6
15106107230,051617P,4,5,9,18,29.00,"May, 2018","B.TECH 6TH SEMESTER EXAMINATION, 2018",107,106,6
15106107230,061201,4,5,17,26,44.00,"MAY,2016","B.TECH 2ND SEMESTER EXAMINATION, 2016",107,106,2
15106107230,061201P,5,5,7,17,27.00,"MAY,2016","B.TECH 2ND SEMESTER EXAMINATION, 2016",107,106,2
15106107230,061603,5,5,10,20,47.00,"May, 2018","B.TECH 6TH SEMESTER EXAMINATION, 2018",107,106,6
15106107230,061603P,5,5,10,20,28.00,"May, 2018","B.TECH 6TH SEMESTER EXAMINATION, 2018",107,106,6
15106107230,061604,5,5,16,26,51.00,"May, 2018","B.TECH 6TH SEMESTER EXAMINATION, 2018",107,106,6
15106107230,061604P,4,5,8,17,25.00,"May, 2018","B.TECH 6TH SEMESTER EXAMINATION, 2018",107,106,6
15106107230,061606,5,4,16,25,44.00,"May, 2018","B.TECH 6TH SEMESTER EXAMINATION, 2018",107,106,6
15106107230,211101,4,4,18,26,65,"JAN,2016","B.TECH 1ST SEMESTER EXAMINATION, 2015",107,106,1
15106107230,211202,5,5,14,24,53.00,"MAY,2016","B.TECH 2ND SEMESTER EXAMINATION, 2016",107,106,2
15106107230,211303,4,5,19,28,43.00,"FEB,2017","B.TECH 3RD SEMESTER EXAMINATION, 2016",107,106,3
15106107230,211405,5,5,19,29,51.00,"JULY, 2017","B.TECH. 4TH SEMESTER EXAMINATION, 2017",107,106,4
15106107230,221201,5,4,18,27,46.00,"MAY,2016","B.TECH 2ND SEMESTER EXAMINATION, 2016",107,106,2
15106107230,221201P,4,4,8,16,29.00,"MAY,2016","B.TECH 2ND SEMESTER EXAMINATION, 2016",107,106,2
15106107230,231101,5,5,17,27,56,"JAN,2016","B.TECH 1ST SEMESTER EXAMINATION, 2015",107,106,1
15106107230,231101P,5,4,10,19,27,"JAN,2016","B.TECH 1ST SEMESTER EXAMINATION, 2015",107,106,1
15106107230,241205,4,5,13,22,40.00,"MAY,2016","B.TECH 2ND SEMESTER EXAMINATION, 2016",107,106,2
15106107230,241301,4,5,13,22,45.00,"FEB,2017","B.TECH 3RD SEMESTER EXAMINATION, 2016",107,106,3
15106107230,241306,5,5,18,28,45.00,"FEB,2017","B.TECH 3RD SEMESTER EXAMINATION, 2016",107,106,3
15106107231,011101,4,4,15,23,48,"JAN,2016","B.TECH 1ST SEMESTER EXAMINATION, 2015",107,106,1
15106107231,011101P,4,4,8,16,28,"JAN,2016","B.TECH 1ST SEMESTER EXAMINATION, 2015",107,106,1
15106107231,011102,5,5,17,27,42,"JAN,2016","B.TECH 1ST SEMESTER EXAMINATION, 2015",107,106,1
15106107231,011102P,5,5,7,17,27,"JAN,2016","B.TECH 1ST SEMESTER EXAMINATION, 2015",107,106,1
15106107231,021101,5,5,16,26,28,"JAN,2016","B.TECH 1ST SEMESTER EXAMINATION, 2015",107,106,1
15106107231,021101P,5,5,9,19,26,"JAN,2016","B.TECH 1ST SEMESTER EXAMINATION, 2015",107,106,1
15106107231,021103P,9,8,18,35,55,"JAN,2016","B.TECH 1ST SEMESTER EXAMINATION, 2015",107,106,1
15106107231,021202,5,4,10,19,45.00,"MAY,2016","B.TECH 2ND SEMESTER EXAMINATION, 2016",107,106,2
15106107231,021202P,5,4,9,18,26.00,"MAY,2016","B.TECH 2ND SEMESTER EXAMINATION, 2016",107,106,2
15106107231,031201,5,5,17,27,25.00,"MAY,2016","B.TECH 2ND SEMESTER EXAMINATION, 2016",107,106,2
15106107231,031201P,5,4,9,18,26.00,"MAY,2016","B.TECH 2ND SEMESTER EXAMINATION, 2016",107,106,2
15106107231,031411,5,5,13,23,30.00,"JULY, 2017","B.TECH. 4TH SEMESTER EXAMINATION, 2017",107,106,4
15106107231,031411P,5,4,8,17,26.00,"JULY, 2017","B.TECH. 4TH SEMESTER EXAMINATION, 2017",107,106,4
15106107231,041301,4,5,17,26,25.00,"FEB,2017","B.TECH 3RD SEMESTER EXAMINATION, 2016",107,106,3
15106107231,041301P,4,5,8,17,27.00,"FEB,2017","B.TECH 3RD SEMESTER EXAMINATION, 2016",107,106,3
15106107231,041302,5,5,18,28,27.00,"FEB,2017","B.TECH 3RD SEMESTER EXAMINATION, 2016",107,106,3
15106107231,041302P,5,4,8,17,25.00,"FEB,2017","B.TECH 3RD SEMESTER EXAMINATION, 2016",107,106,3
15106107231,041404,5,5,16,26,31.00,"JULY, 2017","B.TECH. 4TH SEMESTER EXAMINATION, 2017",107,106,4
15106107231,041404P,5,4,9,18,24.00,"JULY, 2017","B.TECH. 4TH SEMESTER EXAMINATION, 2017",107,106,4
15106107231,051301,5,5,18,28,32.00,"FEB,2017","B.TECH 3RD SEMESTER EXAMINATION, 2016",107,106,3
15106107231,051301P,5,5,8,18,27.00,"FEB,2017","B.TECH 3RD SEMESTER EXAMINATION, 2016",107,106,3
15106107231,051402,4,5,15,24,25.00,"JULY, 2017","B.TECH. 4TH SEMESTER EXAMINATION, 2017",107,106,4
15106107231,051403,5,5,10,20,27.00,"JULY, 2017","B.TECH. 4TH SEMESTER EXAMINATION, 2017",107,106,4
15106107231,051403P,4,4,9,17,26.00,"JULY, 2017","B.TECH. 4TH SEMESTER EXAMINATION, 2017",107,106,4
15106107231,051409,4,5,8,17,38.00,"JULY, 2017","B.TECH. 4TH SEMESTER EXAMINATION, 2017",107,106,4
15106107231,051409P,4,4,7,15,26.00,"JULY, 2017","B.TECH. 4TH SEMESTER EXAMINATION, 2017",107,106,4
15106107231,051606,4,4,14,22,47.00,"May, 2018","B.TECH 6TH SEMESTER EXAMINATION, 2018",107,106,6
15106107231,051614,4,4,18,26,27.00,"May, 2018","B.TECH 6TH SEMESTER EXAMINATION, 2018",107,106,6
15106107231,051614P,4,4,8,16,28.00,"May, 2018","B.TECH 6TH SEMESTER EXAMINATION, 2018",107,106,6
15106107231,051617,4,4,20,28,47.00,"May, 2018","B.TECH 6TH SEMESTER EXAMINATION, 2018",107,106,6
15106107231,051617P,4,5,9,18,28.00,"May, 2018","B.TECH 6TH SEMESTER EXAMINATION, 2018",107,106,6
15106107231,061201,5,5,15,25,60.00,"MAY,2016","B.TECH 2ND SEMESTER EXAMINATION, 2016",107,106,2
15106107231,061201P,4,5,7,16,23.00,"MAY,2016","B.TECH 2ND SEMESTER EXAMINATION, 2016",107,106,2
15106107231,061603,5,5,14,24,25.00,"May, 2018","B.TECH 6TH SEMESTER EXAMINATION, 2018",107,106,6
15106107231,061603P,4,4,8,16,26.00,"May, 2018","B.TECH 6TH SEMESTER EXAMINATION, 2018",107,106,6
15106107231,061604,4,5,15,24,42.00,"May, 2018","B.TECH 6TH SEMESTER EXAMINATION, 2018",107,106,6
15106107231,061604P,4,4,8,16,25.00,"May, 2018","B.TECH 6TH SEMESTER EXAMINATION, 2018",107,106,6
15106107231,061606,4,4,17,25,36.00,"May, 2018","B.TECH 6TH SEMESTER EXAMINATION, 2018",107,106,6
15106107231,211101,4,4,18,26,58,"JAN,2016","B.TECH 1ST SEMESTER EXAMINATION, 2015",107,106,1
15106107231,211202,5,5,11,21,52.00,"MAY,2016","B.TECH 2ND SEMESTER EXAMINATION, 2016",107,106,2
15106107231,211303,4,5,15,24,44.00,"FEB,2017","B.TECH 3RD SEMESTER EXAMINATION, 2016",107,106,3
15106107231,211405,4,5,14,23,33.00,"JULY, 2017","B.TECH. 4TH SEMESTER EXAMINATION, 2017",107,106,4
15106107231,221201,4,4,18,26,25.00,"MAY, 2018","B.TECH 2ND SEMESTER EXAMINATION,2018",107,106,2
15106107231,221201P,5,3,8,16,28.00,"MAY,2016","B.TECH 2ND SEMESTER EXAMINATION, 2016",107,106,2
15106107231,231101,5,5,16,26,41,"JAN,2016","B.TECH 1ST SEMESTER EXAMINATION, 2015",107,106,1
15106107231,231101P,5,4,10,19,26,"JAN,2016","B.TECH 1ST SEMESTER EXAMINATION, 2015",107,106,1
15106107231,241205,5,4,12,21,36.00,"MAY,2016","B.TECH 2ND SEMESTER EXAMINATION, 2016",107,106,2
15106107231,241301,4,5,16,25,58.00,"FEB,2017","B.TECH 3RD SEMESTER EXAMINATION, 2016",107,106,3
15106107231,241306,5,5,16,26,52.00,"FEB,2017","B.TECH 3RD SEMESTER EXAMINATION, 2016",107,106,3
15106107232,011101,4,2,8,14,59,"JAN,2016","B.TECH 1ST SEMESTER EXAMINATION, 2015",107,106,1
15106107232,011101P,4,4,7,15,27,"JAN,2016","B.TECH 1ST SEMESTER EXAMINATION, 2015",107,106,1
15106107232,011102,5,5,16,26,32,"JAN,2016","B.TECH 1ST SEMESTER EXAMINATION, 2015",107,106,1
15106107232,011102P,5,5,6,16,27,"JAN,2016","B.TECH 1ST SEMESTER EXAMINATION, 2015",107,106,1
15106107232,021101,5,5,15,25,42,"JAN,2016","B.TECH 1ST SEMESTER EXAMINATION, 2015",107,106,1
15106107232,021101P,5,5,9,19,27,"JAN,2016","B.TECH 1ST SEMESTER EXAMINATION, 2015",107,106,1
15106107232,021103P,8,7,17,32,52,"JAN,2016","B.TECH 1ST SEMESTER EXAMINATION, 2015",107,106,1
15106107232,021202,3,4,8,15,20.00,"MAY,2016","B.TECH 2ND SEMESTER EXAMINATION, 2016",107,106,2
15106107232,021202P,3,4,8,15,29.00,"MAY,2016","B.TECH 2ND SEMESTER EXAMINATION, 2016",107,106,2
15106107232,031201,3,4,14,21,25.00,"MAY,2016","B.TECH 2ND SEMESTER EXAMINATION, 2016",107,106,2
15106107232,031201P,4,4,8,16,26.00,"MAY,2016","B.TECH 2ND SEMESTER EXAMINATION, 2016",107,106,2
15106107232,061201,5,4,8,17,32.00,"MAY,2016","B.TECH 2ND SEMESTER EXAMINATION, 2016",107,106,2
15106107232,061201P,4,5,7,16,22.00,"MAY,2016","B.TECH 2ND SEMESTER EXAMINATION, 2016",107,106,2
15106107232,211101,4,4,18,26,62,"JAN,2016","B.TECH 1ST SEMESTER EXAMINATION, 2015",107,106,1
15106107232,211202,5,5,10,20,43.00,"MAY,2016","B.TECH 2ND SEMESTER EXAMINATION, 2016",107,106,2
15106107232,221201,4,3,14,21,33.00,"MAY,2016","B.TECH 2ND SEMESTER EXAMINATION, 2016",107,106,2
15106107232,221201P,4,5,8,17,28.00,"MAY,2016","B.TECH 2ND SEMESTER EXAMINATION, 2016",107,106,2
15106107232,231101,5,5,15,25,53,"JAN,2016","B.TECH 1ST SEMESTER EXAMINATION, 2015",107,106,1
15106107232,231101P,5,4,10,19,28,"JAN,2016","B.TECH 1ST SEMESTER EXAMINATION, 2015",107,106,1
15106107232,241205,4,5,13,22,27.00,"MAY,2016","B.TECH 2ND SEMESTER EXAMINATION, 2016",107,106,2
15106107233,011101,4,4,18,26,44,"JAN,2016","B.TECH 1ST SEMESTER EXAMINATION, 2015",107,106,1
15106107233,011101P,5,5,8,18,27,"JAN,2016","B.TECH 1ST SEMESTER EXAMINATION, 2015",107,106,1
15106107233,011102,5,5,16,26,53,"JAN,2016","B.TECH 1ST SEMESTER EXAMINATION, 2015",107,106,1
15106107233,011102P,5,5,6,16,28,"JAN,2016","B.TECH 1ST SEMESTER EXAMINATION, 2015",107,106,1
15106107233,021101,5,5,20,30,51,"JAN,2016","B.TECH 1ST SEMESTER EXAMINATION, 2015",107,106,1
15106107233,021101P,5,5,9,19,27,"JAN,2016","B.TECH 1ST SEMESTER EXAMINATION, 2015",107,106,1
15106107233,021103P,9,9,17,35,51,"JAN,2016","B.TECH 1ST SEMESTER EXAMINATION, 2015",107,106,1
15106107233,021202,5,4,18,27,42.00,"MAY,2016","B.TECH 2ND SEMESTER EXAMINATION, 2016",107,106,2
15106107233,021202P,5,4,9,18,29.00,"MAY,2016","B.TECH 2ND SEMESTER EXAMINATION, 2016",107,106,2
15106107233,031201,3,5,19,27,28.00,"MAY,2016","B.TECH 2ND SEMESTER EXAMINATION, 2016",107,106,2
15106107233,031201P,5,4,9,18,28.00,"MAY,2016","B.TECH 2ND SEMESTER EXAMINATION, 2016",107,106,2
15106107233,031411,5,5,19,29,36.00,"JULY, 2017","B.TECH. 4TH SEMESTER EXAMINATION, 2017",107,106,4
15106107233,031411P,5,4,9,18,25.00,"JULY, 2017","B.TECH. 4TH SEMESTER EXAMINATION, 2017",107,106,4
15106107233,041301,4,5,19,28,53.00,"FEB,2017","B.TECH 3RD SEMESTER EXAMINATION, 2016",107,106,3
15106107233,041301P,4,5,9,18,28.00,"FEB,2017","B.TECH 3RD SEMESTER EXAMINATION, 2016",107,106,3
15106107233,041302,4,5,18,27,44.00,"FEB,2017","B.TECH 3RD SEMESTER EXAMINATION, 2016",107,106,3
15106107233,041302P,5,5,9,19,25.00,"FEB,2017","B.TECH 3RD SEMESTER EXAMINATION, 2016",107,106,3
15106107233,041404,5,5,19,29,46.00,"JULY, 2017","B.TECH. 4TH SEMESTER EXAMINATION, 2017",107,106,4
15106107233,041404P,5,4,9,18,26.00,"JULY, 2017","B.TECH. 4TH SEMESTER EXAMINATION, 2017",107,106,4
15106107233,051301,5,5,19,29,54.00,"FEB,2017","B.TECH 3RD SEMESTER EXAMINATION, 2016",107,106,3
15106107233,051301P,5,5,9,19,27.00,"FEB,2017","B.TECH 3RD SEMESTER EXAMINATION, 2016",107,106,3
15106107233,051402,5,4,19,28,42.00,"JULY, 2017","B.TECH. 4TH SEMESTER EXAMINATION, 2017",107,106,4
15106107233,051403,5,5,20,30,57.00,"JULY, 2017","B.TECH. 4TH SEMESTER EXAMINATION, 2017",107,106,4
15106107233,051403P,4,4,9,17,27.00,"JULY, 2017","B.TECH. 4TH SEMESTER EXAMINATION, 2017",107,106,4
15106107233,051409,4,5,18,27,50.00,"JULY, 2017","B.TECH. 4TH SEMESTER EXAMINATION, 2017",107,106,4
15106107233,051409P,4,4,8,16,26.00,"JULY, 2017","B.TECH. 4TH SEMESTER EXAMINATION, 2017",107,106,4
15106107233,051606,4,4,19,27,51.00,"May, 2018","B.TECH 6TH SEMESTER EXAMINATION, 2018",107,106,6
15106107233,051614,5,5,20,30,44.00,"May, 2018","B.TECH 6TH SEMESTER EXAMINATION, 2018",107,106,6
15106107233,051614P,5,5,10,20,29.00,"May, 2018","B.TECH 6TH SEMESTER EXAMINATION, 2018",107,106,6
15106107233,051617,5,5,20,30,51.00,"May, 2018","B.TECH 6TH SEMESTER EXAMINATION, 2018",107,106,6
15106107233,051617P,5,5,10,20,29.00,"May, 2018","B.TECH 6TH SEMESTER EXAMINATION, 2018",107,106,6
15106107233,061201,4,5,19,28,46.00,"MAY,2016","B.TECH 2ND SEMESTER EXAMINATION, 2016",107,106,2
15106107233,061201P,5,4,8,17,26.00,"MAY,2016","B.TECH 2ND SEMESTER EXAMINATION, 2016",107,106,2
15106107233,061603,5,5,20,30,47.00,"May, 2018","B.TECH 6TH SEMESTER EXAMINATION, 2018",107,106,6
15106107233,061603P,5,5,9,19,28.00,"May, 2018","B.TECH 6TH SEMESTER EXAMINATION, 2018",107,106,6
15106107233,061604,5,5,19,29,52.00,"May, 2018","B.TECH 6TH SEMESTER EXAMINATION, 2018",107,106,6
15106107233,061604P,5,5,9,19,26.00,"May, 2018","B.TECH 6TH SEMESTER EXAMINATION, 2018",107,106,6
15106107233,061606,5,5,20,30,46.00,"May, 2018","B.TECH 6TH SEMESTER EXAMINATION, 2018",107,106,6
15106107233,211101,4,4,18,26,57,"JAN,2016","B.TECH 1ST SEMESTER EXAMINATION, 2015",107,106,1
15106107233,211202,5,5,16,26,47.00,"MAY,2016","B.TECH 2ND SEMESTER EXAMINATION, 2016",107,106,2
15106107233,211303,4,5,16,25,51.00,"FEB,2017","B.TECH 3RD SEMESTER EXAMINATION, 2016",107,106,3
15106107233,211405,4,5,20,29,52.00,"JULY, 2017","B.TECH. 4TH SEMESTER EXAMINATION, 2017",107,106,4
15106107233,221201,5,4,18,27,38.00,"MAY,2016","B.TECH 2ND SEMESTER EXAMINATION, 2016",107,106,2
15106107233,221201P,3,5,8,16,29.00,"MAY,2016","B.TECH 2ND SEMESTER EXAMINATION, 2016",107,106,2
15106107233,231101,5,5,18,28,57,"JAN,2016","B.TECH 1ST SEMESTER EXAMINATION, 2015",107,106,1
15106107233,231101P,5,5,9,19,28,"JAN,2016","B.TECH 1ST SEMESTER EXAMINATION, 2015",107,106,1
15106107233,241205,4,5,15,24,45.00,"MAY,2016","B.TECH 2ND SEMESTER EXAMINATION, 2016",107,106,2
15106107233,241301,4,5,17,26,61.00,"FEB,2017","B.TECH 3RD SEMESTER EXAMINATION, 2016",107,106,3
15106107233,241306,5,5,18,28,63.00,"FEB,2017","B.TECH 3RD SEMESTER EXAMINATION, 2016",107,106,3
15106107234,011101,4,5,17,26,64,"JAN,2016","B.TECH 1ST SEMESTER EXAMINATION, 2015",107,106,1
15106107234,011101P,5,5,8,18,28,"JAN,2016","B.TECH 1ST SEMESTER EXAMINATION, 2015",107,106,1
15106107234,011102,5,5,18,28,50,"JAN,2016","B.TECH 1ST SEMESTER EXAMINATION, 2015",107,106,1
15106107234,011102P,5,5,8,18,29,"JAN,2016","B.TECH 1ST SEMESTER EXAMINATION, 2015",107,106,1
15106107234,021101,5,5,20,30,44,"JAN,2016","B.TECH 1ST SEMESTER EXAMINATION, 2015",107,106,1
15106107234,021101P,5,5,9,19,29,"JAN,2016","B.TECH 1ST SEMESTER EXAMINATION, 2015",107,106,1
15106107234,021103P,9,8,16,33,55,"JAN,2016","B.TECH 1ST SEMESTER EXAMINATION, 2015",107,106,1
15106107234,021202,5,4,19,28,46.00,"MAY,2016","B.TECH 2ND SEMESTER EXAMINATION, 2016",107,106,2
15106107234,021202P,5,5,9,19,29.00,"MAY,2016","B.TECH 2ND SEMESTER EXAMINATION, 2016",107,106,2
15106107234,031201,5,5,19,29,56.00,"MAY,2016","B.TECH 2ND SEMESTER EXAMINATION, 2016",107,106,2
15106107234,031201P,5,4,9,18,29.00,"MAY,2016","B.TECH 2ND SEMESTER EXAMINATION, 2016",107,106,2
15106107234,031411,5,5,20,30,56.00,"JULY, 2017","B.TECH. 4TH SEMESTER EXAMINATION, 2017",107,106,4
15106107234,031411P,5,5,9,19,26.00,"JULY, 2017","B.TECH. 4TH SEMESTER EXAMINATION, 2017",107,106,4
15106107234,041301,4,5,18,27,60.00,"FEB,2017","B.TECH 3RD SEMESTER EXAMINATION, 2016",107,106,3
15106107234,041301P,4,5,9,18,29.00,"FEB,2017","B.TECH 3RD SEMESTER EXAMINATION, 2016",107,106,3
15106107234,041302,5,5,19,29,60.00,"FEB,2017","B.TECH 3RD SEMESTER EXAMINATION, 2016",107,106,3
15106107234,041302P,5,5,9,19,29.00,"FEB,2017","B.TECH 3RD SEMESTER EXAMINATION, 2016",107,106,3
15106107234,041404,5,5,19,29,52.00,"JULY, 2017","B.TECH. 4TH SEMESTER EXAMINATION, 2017",107,106,4
15106107234,041404P,5,4,9,18,28.00,"JULY, 2017","B.TECH. 4TH SEMESTER EXAMINATION, 2017",107,106,4
15106107234,051301,5,5,20,30,58.00,"FEB,2017","B.TECH 3RD SEMESTER EXAMINATION, 2016",107,106,3
15106107234,051301P,4,5,9,18,28.00,"FEB,2017","B.TECH 3RD SEMESTER EXAMINATION, 2016",107,106,3
15106107234,051402,4,5,19,28,53.00,"JULY, 2017","B.TECH. 4TH SEMESTER EXAMINATION, 2017",107,106,4
15106107234,051403,5,5,20,30,52.00,"JULY, 2017","B.TECH. 4TH SEMESTER EXAMINATION, 2017",107,106,4
15106107234,051403P,5,5,10,20,29.00,"JULY, 2017","B.TECH. 4TH SEMESTER EXAMINATION, 2017",107,106,4
15106107234,051409,5,5,18,28,54.00,"JULY, 2017","B.TECH. 4TH SEMESTER EXAMINATION, 2017",107,106,4
15106107234,051409P,4,4,9,17,28.00,"JULY, 2017","B.TECH. 4TH SEMESTER EXAMINATION, 2017",107,106,4
15106107234,051606,5,5,20,30,52.00,"May, 2018","B.TECH 6TH SEMESTER EXAMINATION, 2018",107,106,6
15106107234,051614,5,5,20,30,54.00,"May, 2018","B.TECH 6TH SEMESTER EXAMINATION, 2018",107,106,6
15106107234,051614P,5,5,10,20,29.00,"May, 2018","B.TECH 6TH SEMESTER EXAMINATION, 2018",107,106,6
15106107234,051617,5,5,20,30,52.00,"May, 2018","B.TECH 6TH SEMESTER EXAMINATION, 2018",107,106,6
15106107234,051617P,5,5,10,20,29.00,"May, 2018","B.TECH 6TH SEMESTER EXAMINATION, 2018",107,106,6
15106107234,061201,4,5,19,28,52.00,"MAY,2016","B.TECH 2ND SEMESTER EXAMINATION, 2016",107,106,2
15106107234,061201P,4,5,8,17,27.00,"MAY,2016","B.TECH 2ND SEMESTER EXAMINATION, 2016",107,106,2
15106107234,061603,5,5,20,30,53.00,"May, 2018","B.TECH 6TH SEMESTER EXAMINATION, 2018",107,106,6
15106107234,061603P,5,5,10,20,29.00,"May, 2018","B.TECH 6TH SEMESTER EXAMINATION, 2018",107,106,6
15106107234,061604,5,5,20,30,55.00,"May, 2018","B.TECH 6TH SEMESTER EXAMINATION, 2018",107,106,6
15106107234,061604P,5,5,9,19,28.00,"May, 2018","B.TECH 6TH SEMESTER EXAMINATION, 2018",107,106,6
15106107234,061606,5,5,20,30,42.00,"May, 2018","B.TECH 6TH SEMESTER EXAMINATION, 2018",107,106,6
15106107234,211101,4,5,18,27,68,"JAN,2016","B.TECH 1ST SEMESTER EXAMINATION, 2015",107,106,1
15106107234,211202,5,5,20,30,64.00,"MAY,2016","B.TECH 2ND SEMESTER EXAMINATION, 2016",107,106,2
15106107234,211303,4,5,19,28,60.00,"FEB,2017","B.TECH 3RD SEMESTER EXAMINATION, 2016",107,106,3
15106107234,211405,5,5,20,30,60.00,"JULY, 2017","B.TECH. 4TH SEMESTER EXAMINATION, 2017",107,106,4
15106107234,221201,4,4,19,27,55.00,"MAY,2016","B.TECH 2ND SEMESTER EXAMINATION, 2016",107,106,2
15106107234,221201P,4,4,8,16,29.00,"MAY,2016","B.TECH 2ND SEMESTER EXAMINATION, 2016",107,106,2
15106107234,231101,5,5,18,28,56,"JAN,2016","B.TECH 1ST SEMESTER EXAMINATION, 2015",107,106,1
15106107234,231101P,4,5,10,19,28,"JAN,2016","B.TECH 1ST SEMESTER EXAMINATION, 2015",107,106,1
15106107234,241205,4,5,15,24,52.00,"MAY,2016","B.TECH 2ND SEMESTER EXAMINATION, 2016",107,106,2
15106107234,241301,4,5,20,29,48.00,"FEB,2017","B.TECH 3RD SEMESTER EXAMINATION, 2016",107,106,3
15106107234,241306,5,5,18,28,63.00,"FEB,2017","B.TECH 3RD SEMESTER EXAMINATION, 2016",107,106,3
15106107235,011101,3,4,14,21,50,"JAN,2016","B.TECH 1ST SEMESTER EXAMINATION, 2015",107,106,1
15106107235,011101P,4,4,8,16,27,"JAN,2016","B.TECH 1ST SEMESTER EXAMINATION, 2015",107,106,1
15106107235,011102,5,5,16,26,44,"JAN,2016","B.TECH 1ST SEMESTER EXAMINATION, 2015",107,106,1
15106107235,011102P,5,5,7,17,28,"JAN,2016","B.TECH 1ST SEMESTER EXAMINATION, 2015",107,106,1
15106107235,021101,5,5,20,30,31,"JAN,2016","B.TECH 1ST SEMESTER EXAMINATION, 2015",107,106,1
15106107235,021101P,4,4,8,16,28,"JAN,2016","B.TECH 1ST SEMESTER EXAMINATION, 2015",107,106,1
15106107235,021103P,7,8,15,30,52,"JAN,2016","B.TECH 1ST SEMESTER EXAMINATION, 2015",107,106,1
15106107235,021202,3,4,12,19,57.00,"MAY,2016","B.TECH 2ND SEMESTER EXAMINATION, 2016",107,106,2
15106107235,021202P,4,4,8,16,29.00,"MAY,2016","B.TECH 2ND SEMESTER EXAMINATION, 2016",107,106,2
15106107235,031201,3,5,17,25,26.00,"MAY,2016","B.TECH 2ND SEMESTER EXAMINATION, 2016",107,106,2
15106107235,031201P,3,4,9,16,28.00,"MAY,2016","B.TECH 2ND SEMESTER EXAMINATION, 2016",107,106,2
15106107235,031411,5,5,16,26,50.00,"JULY, 2017","B.TECH. 4TH SEMESTER EXAMINATION, 2017",107,106,4
15106107235,031411P,5,4,8,17,25.00,"JULY, 2017","B.TECH. 4TH SEMESTER EXAMINATION, 2017",107,106,4
15106107235,041301,4,5,17,26,36.00,"FEB,2017","B.TECH 3RD SEMESTER EXAMINATION, 2016",107,106,3
15106107235,041301P,4,5,8,17,28.00,"FEB,2017","B.TECH 3RD SEMESTER EXAMINATION, 2016",107,106,3
15106107235,041302,4,5,18,27,25.00,"FEB,2017","B.TECH 3RD SEMESTER EXAMINATION, 2016",107,106,3
15106107235,041302P,5,5,8,18,25.00,"FEB,2017","B.TECH 3RD SEMESTER EXAMINATION, 2016",107,106,3
15106107235,041404,5,5,19,29,26.00,"JULY, 2017","B.TECH. 4TH SEMESTER EXAMINATION, 2017",107,106,4
15106107235,041404P,5,4,9,18,27.00,"JULY, 2017","B.TECH. 4TH SEMESTER EXAMINATION, 2017",107,106,4
15106107235,051301,5,5,14,24,38.00,"FEB,2017","B.TECH 3RD SEMESTER EXAMINATION, 2016",107,106,3
15106107235,051301P,4,4,8,16,26.00,"FEB,2017","B.TECH 3RD SEMESTER EXAMINATION, 2016",107,106,3
15106107235,051402,5,4,18,27,32.00,"JULY, 2017","B.TECH. 4TH SEMESTER EXAMINATION, 2017",107,106,4
15106107235,051403,5,5,11,21,27.00,"JULY, 2017","B.TECH. 4TH SEMESTER EXAMINATION, 2017",107,106,4
15106107235,051403P,4,4,9,17,27.00,"JULY, 2017","B.TECH. 4TH SEMESTER EXAMINATION, 2017",107,106,4
15106107235,051409,4,5,14,23,43.00,"JULY, 2017","B.TECH. 4TH SEMESTER EXAMINATION, 2017",107,106,4
15106107235,051409P,4,4,8,16,26.00,"JULY, 2017","B.TECH. 4TH SEMESTER EXAMINATION, 2017",107,106,4
15106107235,051606,4,4,15,23,41.00,"May, 2018","B.TECH 6TH SEMESTER EXAMINATION, 2018",107,106,6
15106107235,051614,5,5,20,30,47.00,"May, 2018","B.TECH 6TH SEMESTER EXAMINATION, 2018",107,106,6
15106107235,051614P,5,5,10,20,28.00,"May, 2018","B.TECH 6TH SEMESTER EXAMINATION, 2018",107,106,6
15106107235,051617,5,5,19,29,43.00,"May, 2018","B.TECH 6TH SEMESTER EXAMINATION, 2018",107,106,6
15106107235,051617P,4,5,9,18,28.00,"May, 2018","B.TECH 6TH SEMESTER EXAMINATION, 2018",107,106,6
