POST_TR_SGP_TABLE_RegistrationNO,PaperCode,CA1,CA2,POST_TR_TR_MSE,IA_TOTAL,POST_TR_TR_ESE,ExamHeld,ExamName,College_Code,Course_Code,Semester
14106107189,51513,5,5,18,28,34,"FEB,2017","B.TECH 5TH SEMESTER EXAMINATION, 2016",107,106,5
14106107189,51516,5,4,19,28,30,"FEB,2017","B.TECH 5TH SEMESTER EXAMINATION, 2016",107,106,5
14106107189,051516P,4,5,8,17,26,"FEB,2017","B.TECH 5TH SEMESTER EXAMINATION, 2016",107,106,5
14106107189,51606,3,5,16,24,44,"JULY, 2017","B.TECH. 6TH SEMESTER EXAMINATION, 2017",107,106,6
14106107189,51614,5,5,17,27,38,"JULY, 2017","B.TECH. 6TH SEMESTER EXAMINATION, 2017",107,106,6
14106107189,051614P,4,4,8,16,28,"JULY, 2017","B.TECH. 6TH SEMESTER EXAMINATION, 2017",107,106,6
14106107189,51617,4,4,10,18,49,"JULY, 2017","B.TECH. 6TH SEMESTER EXAMINATION, 2017",107,106,6
14106107189,051617P,4,5,7,16,25,"JULY, 2017","B.TECH. 6TH SEMESTER EXAMINATION, 2017",107,106,6
14106107189,61201,4,5,19,28,49,"MAY, 2015","B.TECH 2ND SEMESTER EXAMINATION, 2015",107,106,2
14106107189,061201P,4,4,8,16,26,"MAY, 2015","B.TECH 2ND SEMESTER EXAMINATION, 2015",107,106,2
14106107189,61502,5,4,19,28,33,"FEB,2017","B.TECH 5TH SEMESTER EXAMINATION, 2016",107,106,5
14106107189,061502P,5,5,8,18,28,"FEB,2017","B.TECH 5TH SEMESTER EXAMINATION, 2016",107,106,5
14106107189,61603,4,5,17,26,52,"JULY, 2017","B.TECH. 6TH SEMESTER EXAMINATION, 2017",107,106,6
14106107189,061603P,5,4,8,17,27,"JULY, 2017","B.TECH. 6TH SEMESTER EXAMINATION, 2017",107,106,6
14106107189,61604,4,4,13,21,34,"JULY, 2017","B.TECH. 6TH SEMESTER EXAMINATION, 2017",107,106,6
14106107189,061604P,5,5,8,18,26,"JULY, 2017","B.TECH. 6TH SEMESTER EXAMINATION, 2017",107,106,6
14106107189,61606,4,4,17,25,44,"JULY, 2017","B.TECH. 6TH SEMESTER EXAMINATION, 2017",107,106,6
14106107189,61808,5,5,16,26,46,"MAY, 2018","B.TECH. 8TH SEMESTER EXAMINATION, 2018",107,106,8
14106107189,61809,5,5,18,28,50,"MAY, 2018","B.TECH. 8TH SEMESTER EXAMINATION, 2018",107,106,8
14106107189,061809P,5,5,8,18,29,"MAY, 2018","B.TECH. 8TH SEMESTER EXAMINATION, 2018",107,106,8
14106107189,61810,4,5,19,28,34,"MAY, 2018","B.TECH. 8TH SEMESTER EXAMINATION, 2018",107,106,8
14106107189,61814,4,5,18,27,46,"MAY, 2018","B.TECH. 8TH SEMESTER EXAMINATION, 2018",107,106,8
14106107189,61818,4,5,19,28,38,"MAY, 2018","B.TECH. 8TH SEMESTER EXAMINATION, 2018",107,106,8
14106107189,061825P,7,9,19,35,54,"MAY, 2018","B.TECH. 8TH SEMESTER EXAMINATION, 2018",107,106,8
14106107189,211101,5,5,20,30,42,"DEC, 2014","B.TECH 1ST SEMESTER EXAMINATION, 2014",107,106,1
14106107189,211202,4,5,16,25,62,"MAY, 2015","B.TECH 2ND SEMESTER EXAMINATION, 2015",107,106,2
14106107189,211303,5,5,19,29,62,"JAN,2016","B.TECH 3RD SEMESTER EXAMINATION, 2015",107,106,3
14106107189,211405,5,5,18,28,51,"MAY,2016","B.TECH 4TH SEMESTER EXAMINATION, 2016",107,106,4
14106107189,221201,4,4,18,26,49,"MAY, 2015","B.TECH 2ND SEMESTER EXAMINATION, 2015",107,106,2
14106107189,221201P,4,5,8,17,29,"MAY, 2015","B.TECH 2ND SEMESTER EXAMINATION, 2015",107,106,2
14106107189,231101,5,4,18,27,42,"DEC, 2014","B.TECH 1ST SEMESTER EXAMINATION, 2014",107,106,1
14106107189,231101P,4,5,9,18,28,"DEC, 2014","B.TECH 1ST SEMESTER EXAMINATION, 2014",107,106,1
14106107189,241205,4,5,13,22,51,"MAY, 2015","B.TECH 2ND SEMESTER EXAMINATION, 2015",107,106,2
14106107189,241301,5,5,16,26,28,"JAN,2016","B.TECH 3RD SEMESTER EXAMINATION, 2015",107,106,3
14106107189,241306,4,4,18,26,49,"JAN,2016","B.TECH 3RD SEMESTER EXAMINATION, 2015",107,106,3
14106107192,11101,3,5,17,25,39,"DEC, 2014","B.TECH 1ST SEMESTER EXAMINATION, 2014",107,106,1
14106107192,011101P,4,5,8,17,26,"DEC, 2014","B.TECH 1ST SEMESTER EXAMINATION, 2014",107,106,1
14106107192,11102,5,5,18,28,55,"DEC, 2014","B.TECH 1ST SEMESTER EXAMINATION, 2014",107,106,1
14106107192,011102P,5,5,8,18,27,"DEC, 2014","B.TECH 1ST SEMESTER EXAMINATION, 2014",107,106,1
14106107192,21101,5,5,19,29,48,"DEC, 2014","B.TECH 1ST SEMESTER EXAMINATION, 2014",107,106,1
14106107192,021101P,5,5,9,19,26,"DEC, 2014","B.TECH 1ST SEMESTER EXAMINATION, 2014",107,106,1
14106107192,021103P,9,10,16,35,56,"DEC, 2014","B.TECH 1ST SEMESTER EXAMINATION, 2014",107,106,1
14106107192,21202,5,4,16,25,37,"MAY, 2015","B.TECH 2ND SEMESTER EXAMINATION, 2015",107,106,2
14106107192,021202P,5,4,8,17,AB,"MAY, 2015","B.TECH 2ND SEMESTER EXAMINATION, 2015",107,106,2
14106107192,31201,5,5,18,28,50,"MAY, 2015","B.TECH 2ND SEMESTER EXAMINATION, 2015",107,106,2
14106107192,031201P,4,5,9,18,22,"MAY, 2015","B.TECH 2ND SEMESTER EXAMINATION, 2015",107,106,2
14106107192,31411,5,5,15,25,43,"MAY,2016","B.TECH 4TH SEMESTER EXAMINATION, 2016",107,106,4
14106107192,031411P,5,4,10,19,25,"MAY,2016","B.TECH 4TH SEMESTER EXAMINATION, 2016",107,106,4
14106107192,41301,5,5,19,29,30,"JAN,2016","B.TECH 3RD SEMESTER EXAMINATION, 2015",107,106,3
14106107192,041301P,5,5,9,19,26,"JAN,2016","B.TECH 3RD SEMESTER EXAMINATION, 2015",107,106,3
14106107192,41302,5,5,18,28,50,"JAN,2016","B.TECH 3RD SEMESTER EXAMINATION, 2015",107,106,3
14106107192,041302P,5,5,9,19,26,"JAN,2016","B.TECH 3RD SEMESTER EXAMINATION, 2015",107,106,3
14106107192,41404,5,5,15,25,25,"MAY,2016","B.TECH 4TH SEMESTER EXAMINATION, 2016",107,106,4
14106107192,041404P,5,4,9,18,25,"MAY,2016","B.TECH 4TH SEMESTER EXAMINATION, 2016",107,106,4
14106107192,41503,4,5,10,19,26,"FEB,2017","B.TECH 5TH SEMESTER EXAMINATION, 2016",107,106,5
14106107192,041503P,4,5,7,16,28,"FEB,2017","B.TECH 5TH SEMESTER EXAMINATION, 2016",107,106,5
14106107192,51301,5,5,20,30,58,"JAN,2016","B.TECH 3RD SEMESTER EXAMINATION, 2015",107,106,3
14106107192,051301P,5,5,9,19,28,"JAN,2016","B.TECH 3RD SEMESTER EXAMINATION, 2015",107,106,3
14106107192,51402,5,4,18,27,46,"MAY,2016","B.TECH 4TH SEMESTER EXAMINATION, 2016",107,106,4
14106107192,51403,4,5,16,25,40,"MAY,2016","B.TECH 4TH SEMESTER EXAMINATION, 2016",107,106,4
14106107192,051403P,4,5,9,18,28,"MAY,2016","B.TECH 4TH SEMESTER EXAMINATION, 2016",107,106,4
14106107192,51409,5,5,17,27,38,"MAY,2016","B.TECH 4TH SEMESTER EXAMINATION, 2016",107,106,4
14106107192,051409P,4,5,9,18,28,"MAY,2016","B.TECH 4TH SEMESTER EXAMINATION, 2016",107,106,4
14106107192,51505,4,4,10,18,48,"FEB,2017","B.TECH 5TH SEMESTER EXAMINATION, 2016",107,106,5
14106107192,051505P,4,4,8,16,27,"FEB,2017","B.TECH 5TH SEMESTER EXAMINATION, 2016",107,106,5
14106107192,51511,4,5,17,26,,"DEC, 2017","B.TECH. 5TH SEMESTER EXAMINATION, 2017",107,106,5
14106107192,51513,4,5,17,26,27,"FEB,2017","B.TECH 5TH SEMESTER EXAMINATION, 2016",107,106,5
14106107192,51516,4,4,10,18,38,"FEB,2017","B.TECH 5TH SEMESTER EXAMINATION, 2016",107,106,5
14106107192,051516P,4,4,8,16,28,"FEB,2017","B.TECH 5TH SEMESTER EXAMINATION, 2016",107,106,5
14106107192,51606,5,5,11,21,45,"JULY, 2017","B.TECH. 6TH SEMESTER EXAMINATION, 2017",107,106,6
14106107192,51614,5,5,13,23,48,"JULY, 2017","B.TECH. 6TH SEMESTER EXAMINATION, 2017",107,106,6
14106107192,051614P,4,4,8,16,27,"JULY, 2017","B.TECH. 6TH SEMESTER EXAMINATION, 2017",107,106,6
14106107192,51617,4,5,12,21,46,"JULY, 2017","B.TECH. 6TH SEMESTER EXAMINATION, 2017",107,106,6
14106107192,051617P,4,5,8,17,28,"JULY, 2017","B.TECH. 6TH SEMESTER EXAMINATION, 2017",107,106,6
14106107192,61201,5,5,18,28,38,"MAY, 2015","B.TECH 2ND SEMESTER EXAMINATION, 2015",107,106,2
14106107192,061201P,4,5,8,17,26,"MAY, 2015","B.TECH 2ND SEMESTER EXAMINATION, 2015",107,106,2
14106107192,61502,4,5,19,28,44,"FEB,2017","B.TECH 5TH SEMESTER EXAMINATION, 2016",107,106,5
14106107192,061502P,5,4,9,18,29,"FEB,2017","B.TECH 5TH SEMESTER EXAMINATION, 2016",107,106,5
14106107192,61603,5,5,15,25,47,"JULY, 2017","B.TECH. 6TH SEMESTER EXAMINATION, 2017",107,106,6
14106107192,061603P,5,5,8,18,27,"JULY, 2017","B.TECH. 6TH SEMESTER EXAMINATION, 2017",107,106,6
14106107192,61604,5,4,18,27,45,"JULY, 2017","B.TECH. 6TH SEMESTER EXAMINATION, 2017",107,106,6
14106107192,061604P,5,4,8,17,27,"JULY, 2017","B.TECH. 6TH SEMESTER EXAMINATION, 2017",107,106,6
14106107192,61606,5,4,18,27,54,"JULY, 2017","B.TECH. 6TH SEMESTER EXAMINATION, 2017",107,106,6
14106107192,61808,4,5,14,23,52,"MAY, 2018","B.TECH. 8TH SEMESTER EXAMINATION, 2018",107,106,8
14106107192,61809,5,5,18,28,49,"MAY, 2018","B.TECH. 8TH SEMESTER EXAMINATION, 2018",107,106,8
14106107192,061809P,5,5,9,19,29,"MAY, 2018","B.TECH. 8TH SEMESTER EXAMINATION, 2018",107,106,8
14106107192,61810,5,5,17,27,44,"MAY, 2018","B.TECH. 8TH SEMESTER EXAMINATION, 2018",107,106,8
14106107192,61814,5,5,17,27,47,"MAY, 2018","B.TECH. 8TH SEMESTER EXAMINATION, 2018",107,106,8
14106107192,61818,5,5,18,28,50,"MAY, 2018","B.TECH. 8TH SEMESTER EXAMINATION, 2018",107,106,8
14106107192,061825P,9,9,18,36,56,"MAY, 2018","B.TECH. 8TH SEMESTER EXAMINATION, 2018",107,106,8
14106107192,211101,5,5,20,30,56,"DEC, 2014","B.TECH 1ST SEMESTER EXAMINATION, 2014",107,106,1
14106107192,211202,4,5,16,25,61,"MAY, 2015","B.TECH 2ND SEMESTER EXAMINATION, 2015",107,106,2
14106107192,211303,4,4,18,26,64,"JAN,2016","B.TECH 3RD SEMESTER EXAMINATION, 2015",107,106,3
14106107192,211405,5,5,17,27,46,"MAY,2016","B.TECH 4TH SEMESTER EXAMINATION, 2016",107,106,4
14106107192,221201,4,5,17,26,44,"MAY, 2015","B.TECH 2ND SEMESTER EXAMINATION, 2015",107,106,2
14106107192,221201P,5,4,9,18,27,"MAY, 2015","B.TECH 2ND SEMESTER EXAMINATION, 2015",107,106,2
14106107192,231101,5,4,18,27,43,"DEC, 2014","B.TECH 1ST SEMESTER EXAMINATION, 2014",107,106,1
14106107192,231101P,5,5,9,19,28,"DEC, 2014","B.TECH 1ST SEMESTER EXAMINATION, 2014",107,106,1
14106107192,241205,4,5,15,24,44,"MAY, 2015","B.TECH 2ND SEMESTER EXAMINATION, 2015",107,106,2
14106107192,241301,5,5,15,25,36,"JAN,2016","B.TECH 3RD SEMESTER EXAMINATION, 2015",107,106,3
14106107192,241306,5,4,15,24,37,"JAN,2016","B.TECH 3RD SEMESTER EXAMINATION, 2015",107,106,3
14106107197,11101,4,4,17,25,43,"JAN,2016","B.TECH 1ST SEMESTER EXAMINATION, 2015",107,106,1
14106107197,011101P,5,4,7,16,27,"DEC, 2014","B.TECH 1ST SEMESTER EXAMINATION, 2014",107,106,1
14106107197,11102,5,5,16,26,34,"DEC, 2014","B.TECH 1ST SEMESTER EXAMINATION, 2014",107,106,1
14106107197,011102P,5,5,7,17,27,"DEC, 2014","B.TECH 1ST SEMESTER EXAMINATION, 2014",107,106,1
14106107197,21101,5,5,17,27,38,"DEC, 2014","B.TECH 1ST SEMESTER EXAMINATION, 2014",107,106,1
14106107197,021101P,5,5,9,19,28,"DEC, 2014","B.TECH 1ST SEMESTER EXAMINATION, 2014",107,106,1
14106107197,021103P,9,10,19,38,57,"DEC, 2014","B.TECH 1ST SEMESTER EXAMINATION, 2014",107,106,1
14106107197,21202,5,3,18,26,38,"MAY, 2015","B.TECH 2ND SEMESTER EXAMINATION, 2015",107,106,2
14106107197,021202P,5,4,7,16,24,"MAY, 2015","B.TECH 2ND SEMESTER EXAMINATION, 2015",107,106,2
14106107197,31201,4,4,17,25,54,"MAY, 2015","B.TECH 2ND SEMESTER EXAMINATION, 2015",107,106,2
14106107197,031201P,5,5,9,19,21,"MAY, 2015","B.TECH 2ND SEMESTER EXAMINATION, 2015",107,106,2
14106107197,31411,5,5,18,28,32,"MAY,2016","B.TECH 4TH SEMESTER EXAMINATION, 2016",107,106,4
14106107197,031411P,4,4,10,18,24,"MAY,2016","B.TECH 4TH SEMESTER EXAMINATION, 2016",107,106,4
14106107197,41301,5,5,19,29,38,"JAN,2016","B.TECH 3RD SEMESTER EXAMINATION, 2015",107,106,3
14106107197,041301P,5,4,9,18,26,"JAN,2016","B.TECH 3RD SEMESTER EXAMINATION, 2015",107,106,3
14106107197,41302,5,5,18,28,30,"JAN,2016","B.TECH 3RD SEMESTER EXAMINATION, 2015",107,106,3
14106107197,041302P,5,5,9,19,26,"JAN,2016","B.TECH 3RD SEMESTER EXAMINATION, 2015",107,106,3
14106107197,41404,5,5,18,28,29,"MAY,2016","B.TECH 4TH SEMESTER EXAMINATION, 2016",107,106,4
14106107197,041404P,4,4,8,16,24,"MAY,2016","B.TECH 4TH SEMESTER EXAMINATION, 2016",107,106,4
14106107197,41503,4,5,17,26,25,"FEB,2017","B.TECH 5TH SEMESTER EXAMINATION, 2016",107,106,5
14106107197,041503P,4,5,7,16,27,"FEB,2017","B.TECH 5TH SEMESTER EXAMINATION, 2016",107,106,5
14106107197,51301,4,5,17,26,52,"JAN,2016","B.TECH 3RD SEMESTER EXAMINATION, 2015",107,106,3
14106107197,051301P,5,4,8,17,27,"JAN,2016","B.TECH 3RD SEMESTER EXAMINATION, 2015",107,106,3
14106107197,51402,5,5,17,27,37,"MAY,2016","B.TECH 4TH SEMESTER EXAMINATION, 2016",107,106,4
14106107197,51403,4,5,18,27,30,"MAY,2016","B.TECH 4TH SEMESTER EXAMINATION, 2016",107,106,4
14106107197,051403P,4,5,9,18,28,"MAY,2016","B.TECH 4TH SEMESTER EXAMINATION, 2016",107,106,4
14106107197,51409,4,5,12,21,27,"MAY,2016","B.TECH 4TH SEMESTER EXAMINATION, 2016",107,106,4
14106107197,051409P,4,5,9,18,27,"MAY,2016","B.TECH 4TH SEMESTER EXAMINATION, 2016",107,106,4
14106107197,51505,4,4,17,25,30,"FEB,2017","B.TECH 5TH SEMESTER EXAMINATION, 2016",107,106,5
14106107197,051505P,4,4,8,16,24,"FEB,2017","B.TECH 5TH SEMESTER EXAMINATION, 2016",107,106,5
14106107197,51511,5,5,18,28,32,"FEB,2017","B.TECH 5TH SEMESTER EXAMINATION, 2016",107,106,5
14106107197,51513,4,5,17,26,30,"FEB,2017","B.TECH 5TH SEMESTER EXAMINATION, 2016",107,106,5
14106107197,51516,4,4,17,25,36,"FEB,2017","B.TECH 5TH SEMESTER EXAMINATION, 2016",107,106,5
14106107197,051516P,4,4,8,16,25,"FEB,2017","B.TECH 5TH SEMESTER EXAMINATION, 2016",107,106,5
14106107197,51606,3,5,19,27,30,"JULY, 2017","B.TECH. 6TH SEMESTER EXAMINATION, 2017",107,106,6
14106107197,51614,4,5,13,22,25,"JULY, 2017","B.TECH. 6TH SEMESTER EXAMINATION, 2017",107,106,6
14106107197,051614P,4,4,8,16,25,"JULY, 2017","B.TECH. 6TH SEMESTER EXAMINATION, 2017",107,106,6
14106107197,51617,4,5,11,20,37,"JULY, 2017","B.TECH. 6TH SEMESTER EXAMINATION, 2017",107,106,6
14106107197,051617P,4,5,7,16,26,"JULY, 2017","B.TECH. 6TH SEMESTER EXAMINATION, 2017",107,106,6
14106107197,61201,4,5,17,26,43,"MAY, 2015","B.TECH 2ND SEMESTER EXAMINATION, 2015",107,106,2
14106107197,061201P,4,5,8,17,27,"MAY, 2015","B.TECH 2ND SEMESTER EXAMINATION, 2015",107,106,2
14106107197,61502,4,5,19,28,34,"FEB,2017","B.TECH 5TH SEMESTER EXAMINATION, 2016",107,106,5
14106107197,061502P,5,5,9,19,26,"FEB,2017","B.TECH 5TH SEMESTER EXAMINATION, 2016",107,106,5
14106107197,61603,5,5,17,27,42,"JULY, 2017","B.TECH. 6TH SEMESTER EXAMINATION, 2017",107,106,6
14106107197,061603P,4,5,8,17,26,"JULY, 2017","B.TECH. 6TH SEMESTER EXAMINATION, 2017",107,106,6
14106107197,61604,4,4,15,23,43,"JULY, 2017","B.TECH. 6TH SEMESTER EXAMINATION, 2017",107,106,6
14106107197,061604P,5,5,8,18,26,"JULY, 2017","B.TECH. 6TH SEMESTER EXAMINATION, 2017",107,106,6
14106107197,61606,4,4,18,26,39,"JULY, 2017","B.TECH. 6TH SEMESTER EXAMINATION, 2017",107,106,6
14106107197,61808,5,5,15,25,48,"MAY, 2018","B.TECH. 8TH SEMESTER EXAMINATION, 2018",107,106,8
14106107197,61809,5,5,17,27,52,"MAY, 2018","B.TECH. 8TH SEMESTER EXAMINATION, 2018",107,106,8
14106107197,061809P,5,4,9,18,28,"MAY, 2018","B.TECH. 8TH SEMESTER EXAMINATION, 2018",107,106,8
14106107197,61810,5,5,18,28,38,"MAY, 2018","B.TECH. 8TH SEMESTER EXAMINATION, 2018",107,106,8
14106107197,61814,5,5,17,27,47,"MAY, 2018","B.TECH. 8TH SEMESTER EXAMINATION, 2018",107,106,8
14106107197,61818,5,5,17,27,38,"MAY, 2018","B.TECH. 8TH SEMESTER EXAMINATION, 2018",107,106,8
14106107197,061825P,9,8,18,35,54,"MAY, 2018","B.TECH. 8TH SEMESTER EXAMINATION, 2018",107,106,8
14106107197,211101,5,5,20,30,45,"DEC, 2014","B.TECH 1ST SEMESTER EXAMINATION, 2014",107,106,1
14106107197,211202,4,4,17,25,60,"MAY, 2015","B.TECH 2ND SEMESTER EXAMINATION, 2015",107,106,2
14106107197,211303,5,5,18,28,60,"JAN,2016","B.TECH 3RD SEMESTER EXAMINATION, 2015",107,106,3
14106107197,211405,4,5,18,27,35,"MAY,2016","B.TECH 4TH SEMESTER EXAMINATION, 2016",107,106,4
14106107197,221201,4,4,18,26,44,"MAY, 2015","B.TECH 2ND SEMESTER EXAMINATION, 2015",107,106,2
14106107197,221201P,4,5,8,17,29,"MAY, 2015","B.TECH 2ND SEMESTER EXAMINATION, 2015",107,106,2
14106107197,231101,5,4,17,26,28,"DEC, 2014","B.TECH 1ST SEMESTER EXAMINATION, 2014",107,106,1
14106107197,231101P,5,5,9,19,27,"DEC, 2014","B.TECH 1ST SEMESTER EXAMINATION, 2014",107,106,1
14106107197,241205,5,4,14,23,40,"MAY, 2015","B.TECH 2ND SEMESTER EXAMINATION, 2015",107,106,2
14106107197,241301,5,5,16,26,35,"JAN,2016","B.TECH 3RD SEMESTER EXAMINATION, 2015",107,106,3
14106107197,241306,5,5,17,27,47,"JAN,2016","B.TECH 3RD SEMESTER EXAMINATION, 2015",107,106,3
14106107198,11101,3,4,18,25,52,"DEC, 2014","B.TECH 1ST SEMESTER EXAMINATION, 2014",107,106,1
14106107198,011101P,5,4,7,16,28,"DEC, 2014","B.TECH 1ST SEMESTER EXAMINATION, 2014",107,106,1
14106107198,11102,5,5,15,25,33,"DEC, 2014","B.TECH 1ST SEMESTER EXAMINATION, 2014",107,106,1
14106107198,011102P,5,5,7,17,28,"DEC, 2014","B.TECH 1ST SEMESTER EXAMINATION, 2014",107,106,1
14106107198,21101,5,5,16,26,39,"DEC, 2014","B.TECH 1ST SEMESTER EXAMINATION, 2014",107,106,1
14106107198,021101P,4,4,9,17,28,"DEC, 2014","B.TECH 1ST SEMESTER EXAMINATION, 2014",107,106,1
14106107198,021103P,9,9,17,35,56,"DEC, 2014","B.TECH 1ST SEMESTER EXAMINATION, 2014",107,106,1
14106107198,21202,5,4,17,26,61,"MAY, 2015","B.TECH 2ND SEMESTER EXAMINATION, 2015",107,106,2
14106107198,021202P,5,5,9,19,27,"MAY, 2015","B.TECH 2ND SEMESTER EXAMINATION, 2015",107,106,2
14106107198,31201,3,5,17,25,40,"MAY, 2015","B.TECH 2ND SEMESTER EXAMINATION, 2015",107,106,2
14106107198,031201P,4,4,9,17,21,"MAY, 2015","B.TECH 2ND SEMESTER EXAMINATION, 2015",107,106,2
14106107198,31411,5,5,18,28,37,"MAY,2016","B.TECH 4TH SEMESTER EXAMINATION, 2016",107,106,4
14106107198,031411P,4,4,10,18,25,"MAY,2016","B.TECH 4TH SEMESTER EXAMINATION, 2016",107,106,4
14106107198,41301,5,5,16,26,34,"JAN,2016","B.TECH 3RD SEMESTER EXAMINATION, 2015",107,106,3
14106107198,041301P,5,4,9,18,26,"JAN,2016","B.TECH 3RD SEMESTER EXAMINATION, 2015",107,106,3
14106107198,41302,5,5,18,28,37,"JAN,2016","B.TECH 3RD SEMESTER EXAMINATION, 2015",107,106,3
14106107198,041302P,5,5,8,18,26,"JAN,2016","B.TECH 3RD SEMESTER EXAMINATION, 2015",107,106,3
14106107198,41404,4,5,20,29,35,"JULY, 2017","B.TECH. 4TH SEMESTER EXAMINATION, 2017",107,106,4
14106107198,041404P,4,4,7,15,25,"MAY,2016","B.TECH 4TH SEMESTER EXAMINATION, 2016",107,106,4
14106107198,41503,4,5,17,26,25,"FEB,2017","B.TECH 5TH SEMESTER EXAMINATION, 2016",107,106,5
14106107198,041503P,4,5,7,16,28,"FEB,2017","B.TECH 5TH SEMESTER EXAMINATION, 2016",107,106,5
14106107198,51301,4,5,19,28,45,"JAN,2016","B.TECH 3RD SEMESTER EXAMINATION, 2015",107,106,3
14106107198,051301P,5,4,7,16,26,"JAN,2016","B.TECH 3RD SEMESTER EXAMINATION, 2015",107,106,3
14106107198,51402,4,5,18,27,47,"MAY,2016","B.TECH 4TH SEMESTER EXAMINATION, 2016",107,106,4
14106107198,51403,5,5,17,27,25,"MAY,2016","B.TECH 4TH SEMESTER EXAMINATION, 2016",107,106,4
14106107198,051403P,5,5,9,19,27,"MAY,2016","B.TECH 4TH SEMESTER EXAMINATION, 2016",107,106,4
14106107198,51409,4,5,12,21,32,"MAY,2016","B.TECH 4TH SEMESTER EXAMINATION, 2016",107,106,4
14106107198,051409P,4,5,9,18,27,"MAY,2016","B.TECH 4TH SEMESTER EXAMINATION, 2016",107,106,4
14106107198,51505,4,4,17,25,35,"FEB,2017","B.TECH 5TH SEMESTER EXAMINATION, 2016",107,106,5
14106107198,051505P,5,4,7,16,26,"FEB,2017","B.TECH 5TH SEMESTER EXAMINATION, 2016",107,106,5
14106107198,51511,5,5,17,27,34,"FEB,2017","B.TECH 5TH SEMESTER EXAMINATION, 2016",107,106,5
14106107198,51513,4,5,18,27,30,"FEB,2017","B.TECH 5TH SEMESTER EXAMINATION, 2016",107,106,5
14106107198,51516,4,4,17,25,42,"FEB,2017","B.TECH 5TH SEMESTER EXAMINATION, 2016",107,106,5
14106107198,051516P,5,4,7,16,25,"FEB,2017","B.TECH 5TH SEMESTER EXAMINATION, 2016",107,106,5
14106107198,51606,3,5,10,18,35,"JULY, 2017","B.TECH. 6TH SEMESTER EXAMINATION, 2017",107,106,6
14106107198,51614,4,5,11,20,42,"JULY, 2017","B.TECH. 6TH SEMESTER EXAMINATION, 2017",107,106,6
14106107198,051614P,4,4,8,16,26,"JULY, 2017","B.TECH. 6TH SEMESTER EXAMINATION, 2017",107,106,6
14106107198,51617,4,5,15,24,47,"JULY, 2017","B.TECH. 6TH SEMESTER EXAMINATION, 2017",107,106,6
14106107198,051617P,5,5,6,16,26,"JULY, 2017","B.TECH. 6TH SEMESTER EXAMINATION, 2017",107,106,6
14106107198,61201,5,5,15,25,38,"MAY, 2015","B.TECH 2ND SEMESTER EXAMINATION, 2015",107,106,2
14106107198,061201P,4,4,8,16,25,"MAY, 2015","B.TECH 2ND SEMESTER EXAMINATION, 2015",107,106,2
14106107198,61502,5,5,18,28,36,"FEB,2017","B.TECH 5TH SEMESTER EXAMINATION, 2016",107,106,5
14106107198,061502P,5,5,9,19,26,"FEB,2017","B.TECH 5TH SEMESTER EXAMINATION, 2016",107,106,5
14106107198,61603,5,5,16,26,46,"JULY, 2017","B.TECH. 6TH SEMESTER EXAMINATION, 2017",107,106,6
14106107198,061603P,5,5,8,18,25,"JULY, 2017","B.TECH. 6TH SEMESTER EXAMINATION, 2017",107,106,6
14106107198,61604,4,4,17,25,42,"JULY, 2017","B.TECH. 6TH SEMESTER EXAMINATION, 2017",107,106,6
14106107198,061604P,5,5,8,18,26,"JULY, 2017","B.TECH. 6TH SEMESTER EXAMINATION, 2017",107,106,6
14106107198,61606,4,4,AB,8,43,"JULY, 2017","B.TECH. 6TH SEMESTER EXAMINATION, 2017",107,106,6
14106107198,61808,4,5,14,23,48,"MAY, 2018","B.TECH. 8TH SEMESTER EXAMINATION, 2018",107,106,8
14106107198,61809,5,5,17,27,61,"MAY, 2018","B.TECH. 8TH SEMESTER EXAMINATION, 2018",107,106,8
14106107198,061809P,5,5,8,18,29,"MAY, 2018","B.TECH. 8TH SEMESTER EXAMINATION, 2018",107,106,8
14106107198,61810,4,5,18,27,40,"MAY, 2018","B.TECH. 8TH SEMESTER EXAMINATION, 2018",107,106,8
14106107198,61814,4,5,18,27,49,"MAY, 2018","B.TECH. 8TH SEMESTER EXAMINATION, 2018",107,106,8
14106107198,61818,5,5,18,28,44,"MAY, 2018","B.TECH. 8TH SEMESTER EXAMINATION, 2018",107,106,8
14106107198,061825P,8,9,18,35,55,"MAY, 2018","B.TECH. 8TH SEMESTER EXAMINATION, 2018",107,106,8
14106107198,211101,5,5,20,30,56,"DEC, 2014","B.TECH 1ST SEMESTER EXAMINATION, 2014",107,106,1
14106107198,211202,4,5,16,25,58,"MAY, 2015","B.TECH 2ND SEMESTER EXAMINATION, 2015",107,106,2
14106107198,211303,5,5,18,28,64,"JAN,2016","B.TECH 3RD SEMESTER EXAMINATION, 2015",107,106,3
14106107198,211405,4,5,17,26,42,"MAY,2016","B.TECH 4TH SEMESTER EXAMINATION, 2016",107,106,4
14106107198,221201,4,5,17,26,40,"MAY, 2015","B.TECH 2ND SEMESTER EXAMINATION, 2015",107,106,2
14106107198,221201P,5,4,8,17,29,"MAY, 2015","B.TECH 2ND SEMESTER EXAMINATION, 2015",107,106,2
14106107198,231101,5,4,17,26,30,"DEC, 2014","B.TECH 1ST SEMESTER EXAMINATION, 2014",107,106,1
14106107198,231101P,4,5,9,18,28,"DEC, 2014","B.TECH 1ST SEMESTER EXAMINATION, 2014",107,106,1
